Participant;Practice;Block;Trial;Condition;Time;Index;CubePosRX;CubePosRY;CubePosRZ;CubeOrRX;CubeOrRY;CubeOrRZ;CubePosVX;CubePosVY;CubePosVZ;CubeOrVX;CubeOrVY;CubeOrVZ;Score
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,6;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,34;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:17;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,64;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,34;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,6;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,6;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,64;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,6;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,34;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,68;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,6;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:18;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,3;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,34;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,64;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,64;0
0;true;0;0;I;18:17:19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,34;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,6;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,6;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,79;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:20;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:21;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:21;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:21;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:21;0;0;0;0;0;0;0;0;0;0;0;0;0;9,64;0
0;true;0;0;I;18:17:21;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:17:21;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:17:21;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:21;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:17:21;0;0;0;0;0;0;0;0;0;0;0;0;0;9,68;0
