Participant;Practice;Block;Trial;Condition;Time;Index;CubePosRX;CubePosRY;CubePosRZ;CubeOrRX;CubeOrRY;CubeOrRZ;CubePosVX;CubePosVY;CubePosVZ;CubeOrVX;CubeOrVY;CubeOrVZ;Score
0;true;0;0;I;18:24:22.280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:22.987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:23.999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:24.993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:25.986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;true;0;0;I;18:24:26.510;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:24:26.526;0;0;0;0;0;0;0;0;0;0;0;0;0;9,64;0
0;true;0;0;I;18:24:26.543;0;0;0;0;0;0;0;0;0;0;0;0;0;9,68;0
0;true;0;0;I;18:24:26.561;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:24:26.578;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:24:26.594;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:24:26.612;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:24:26.628;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:24:26.645;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:24:26.662;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:24:26.679;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:24:26.697;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:24:26.713;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:24:26.731;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:24:26.747;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:24:26.763;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:24:26.781;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:24:26.797;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:24:26.814;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:24:26.831;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:24:26.849;0;0;0;0;0;0;0;0;0;0;0;0;0;9,41;0
0;true;0;0;I;18:24:26.865;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:24:26.882;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:24:26.899;0;0;0;0;0;0;0;0;0;0;0;0;0;9,53;0
0;true;0;0;I;18:24:26.917;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:24:26.933;0;0;0;0;0;0;0;0;0;0;0;0;0;9,64;0
0;true;0;0;I;18:24:26.951;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:24:26.967;0;0;0;0;0;0;0;0;0;0;0;0;0;9,45;0
0;true;0;0;I;18:24:26.984;0;0;0;0;0;0;0;0;0;0;0;0;0;9,3;0
0;true;0;0;I;18:24:27.001;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:24:27.018;0;0;0;0;0;0;0;0;0;0;0;0;0;9,56;0
0;true;0;0;I;18:24:27.035;0;0;0;0;0;0;0;0;0;0;0;0;0;9,64;0
0;true;0;0;I;18:24:27.052;0;0;0;0;0;0;0;0;0;0;0;0;0;9,37;0
0;true;0;0;I;18:24:27.070;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:24:27.085;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
0;true;0;0;I;18:24:27.103;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49;0
